DATE,BY PRODUCT,PROVINCE,DISTRICT ID,DISTRICT,STATION ID,STATION,MINIMUM,MAXIMUM,Predicted_MINIMUM,Predicted_MAXIMUM
2023-01-05,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2518.0,2545.0
2023-01-05,Wheat,Sindh,24,Ghotki,108,Daharki,2103,2131,2343.0,2371.0
2023-01-05,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,2236.0,2266.0
2023-01-05,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2237.0,2268.0
2023-01-05,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2431.0,2457.0
2023-01-05,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2327.0,2358.0
2023-01-05,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2230.0,2263.0
2023-01-05,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2437.0,2466.0
2023-01-05,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2553.0,2587.0
2023-01-05,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2196.0,2223.0
2023-01-05,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2434.0,2465.0
2023-01-05,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2454.0,2487.0
2023-01-05,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2471.0,2501.0
2023-01-05,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2475.0,2511.0
2023-01-05,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2247.0,2276.0
2023-01-05,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2347.0,2375.0
2023-01-05,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2248.0,2278.0
2023-01-05,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2378.0,2419.0
2023-01-05,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2467.0,2498.0
2023-01-05,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2322.0,2353.0
2023-01-06,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2172.0,2203.0
2023-01-06,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,2187.0,2216.0
2023-01-06,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,2266.0,2294.0
2023-01-06,Wheat,Sindh,4,Badin,26,Badin,2103,2131,2125.0,2149.0
2023-01-06,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2170.0,2199.0
2023-01-06,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2538.0,2572.0
2023-01-06,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2436.0,2469.0
2023-01-06,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2271.0,2299.0
2023-01-06,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2491.0,2522.0
2023-01-06,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2315.0,2343.0
2023-01-06,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2183.0,2212.0
2023-01-06,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2249.0,2280.0
2023-01-06,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2156.0,2183.0
2023-01-06,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2452.0,2483.0
2023-01-06,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2421.0,2446.0
2023-01-06,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2460.0,2490.0
2023-01-06,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2307.0,2338.0
2023-01-06,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2233.0,2264.0
2023-01-06,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2163.0,2191.0
2023-01-06,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,2188.0,2220.0
2023-01-06,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2251.0,2281.0
2023-01-07,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2398.0,2428.0
2023-01-07,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,2063.0,2086.0
2023-01-07,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2454.0,2492.0
2023-01-07,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2450.0,2480.0
2023-01-07,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2279.0,2310.0
2023-01-07,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2492.0,2513.0
2023-01-07,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2397.0,2426.0
2023-01-07,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2461.0,2491.0
2023-01-07,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2420.0,2452.0
2023-01-07,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2289.0,2320.0
2023-01-07,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2187.0,2214.0
2023-01-07,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2203.0,2233.0
2023-01-07,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2287.0,2314.0
2023-01-07,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,2189.0,2218.0
2023-01-07,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2169.0,2201.0
2023-01-07,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,2106.0,2140.0
2023-01-07,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,2092.0,2119.0
2023-01-07,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,2052.0,2087.0
2023-01-07,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2473.0,2504.0
2023-01-07,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,2104.0,2131.0
2023-01-09,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2426.0,2454.0
2023-01-09,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2149.0,2178.0
2023-01-09,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2437.0,2475.0
2023-01-09,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2363.0,2391.0
2023-01-09,Wheat,Sindh,96,Sanghar,540,Sanghar,2103,2131,2283.0,2310.0
2023-01-09,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2367.0,2396.0
2023-01-09,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2433.0,2464.0
2023-01-09,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,2009.0,2033.0
2023-01-09,Wheat,Sindh,79,Naushro Feroze,439,Naushahro Feroze,2103,2131,2416.0,2448.0
2023-01-09,Wheat,Sindh,105,Sukkur,418,Moro,2103,2131,1872.0,1888.0
2023-01-09,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,2030.0,2060.0
2023-01-09,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2321.0,2359.0
2023-01-09,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,1999.0,2027.0
2023-01-09,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2444.0,2475.0
2023-01-09,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2203.0,2230.0
2023-01-09,Wheat,Sindh,24,Ghotki,108,Daharki,2103,2131,2006.0,2038.0
2023-01-09,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,1995.0,2028.0
2023-01-09,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,2033.0,2062.0
2023-01-09,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2242.0,2268.0
2023-01-09,Wheat,Sindh,96,Sanghar,561,Shahdadpur,2103,2131,1956.0,1979.0
2023-01-09,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,1982.0,2004.0
2023-01-09,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,2051.0,2075.0
2023-01-09,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,1988.0,2018.0
2023-01-09,Wheat,Sindh,72,Mirpur Khas,535,Samaro,2103,2131,1911.0,1954.0
2023-01-09,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,2003.0,2037.0
2023-01-09,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,2017.0,2042.0
2023-01-10,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2439.0,2468.0
2023-01-10,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2125.0,2154.0
2023-01-10,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2454.0,2473.0
2023-01-10,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2254.0,2285.0
2023-01-10,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2348.0,2377.0
2023-01-10,Wheat,Sindh,105,Sukkur,591,Sukkur,2103,2131,2433.0,2463.0
2023-01-10,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2354.0,2383.0
2023-01-10,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2430.0,2469.0
2023-01-10,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2068.0,2096.0
2023-01-10,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2410.0,2437.0
2023-01-10,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2427.0,2457.0
2023-01-10,Wheat,Sindh,45,Khairpur,292,Khairpur,2103,2131,1940.0,1968.0
2023-01-10,Wheat,Sindh,80,Nawabshah,39,Bandhi,2103,2131,1959.0,1988.0
2023-01-10,Wheat,Sindh,113,Umarkot,344,Kunir,2103,2131,1975.0,1997.0
2023-01-10,Wheat,Sindh,80,Nawabshah,440,Nawabshah,2103,2131,2226.0,2251.0
2023-01-10,Wheat,Sindh,105,Sukkur,467,Pano Aqil,2103,2131,1952.0,1985.0
2023-01-10,Wheat,Sindh,24,Ghotki,108,Daharki,2103,2131,1916.0,1949.0
2023-01-10,Wheat,Sindh,45,Khairpur,513,Ranipur,2103,2131,1955.0,1985.0
2023-01-10,Wheat,Sindh,72,Mirpur Khas,410,Mirpur Khas,2103,2131,1920.0,1958.0
2023-01-10,Wheat,Sindh,80,Nawabshah,124,Daur,2103,2131,1961.0,1983.0
2023-01-10,Wheat,Sindh,4,Badin,26,Badin,2103,2131,1931.0,1964.0
2023-01-10,Wheat,Sindh,113,Umarkot,639,Umarkot,2103,2131,1927.0,1946.0
2023-01-10,Wheat,Sindh,72,Mirpur Khas,136,Digri,2103,2131,1986.0,2008.0
2023-01-10,Wheat,Sindh,4,Badin,607,Tando Bagho,2103,2131,1930.0,1958.0
2023-01-10,Wheat,Sindh,96,Sanghar,564,Shahpur Chakar,2103,2131,1920.0,1955.0
2023-01-10,Wheat,Sindh,72,Mirpur Khas,249,Jhuddo,2103,2131,1940.0,1954.0
2023-01-10,Wheat,Sindh,24,Ghotki,184,Ghotki,2103,2131,2187.0,2214.0
2023-01-11,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2443.0,2462.0
2023-01-11,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2342.0,2371.0
2023-01-11,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2248.0,2279.0
2023-01-11,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2218.0,2245.0
2023-01-11,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2367.0,2395.0
2023-01-11,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2053.0,2082.0
2023-01-11,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2396.0,2423.0
2023-01-11,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2336.0,2364.0
2023-01-11,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2104.0,2133.0
2023-01-12,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2244.0,2276.0
2023-01-12,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2326.0,2353.0
2023-01-12,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2333.0,2361.0
2023-01-12,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2211.0,2237.0
2023-01-12,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2380.0,2403.0
2023-01-12,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2357.0,2384.0
2023-01-12,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2384.0,2410.0
2023-01-12,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2086.0,2115.0
2023-01-12,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2417.0,2447.0
2023-01-12,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2043.0,2073.0
2023-01-13,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2374.0,2399.0
2023-01-13,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2207.0,2232.0
2023-01-13,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2377.0,2399.0
2023-01-13,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2325.0,2353.0
2023-01-13,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2319.0,2345.0
2023-01-13,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2244.0,2275.0
2023-01-13,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2350.0,2376.0
2023-01-13,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2425.0,2443.0
2023-01-13,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2037.0,2067.0
2023-01-14,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2411.0,2451.0
2023-01-14,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2411.0,2441.0
2023-01-14,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2320.0,2347.0
2023-01-14,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2418.0,2435.0
2023-01-14,Wheat,Punjab,5,Bahawalnagar,30,Bahawalnagar,2103,2131,2247.0,2277.0
2023-01-14,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2313.0,2338.0
2023-01-14,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2366.0,2390.0
2023-01-16,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2315.0,2340.0
2023-01-16,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2309.0,2331.0
2023-01-16,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2358.0,2388.0
2023-01-16,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2278.0,2309.0
2023-01-16,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2392.0,2423.0
2023-01-16,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2043.0,2072.0
2023-01-16,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2373.0,2396.0
2023-01-16,Wheat,Punjab,92,Rahim Yar Khan,299,Khanpur,2103,2131,2038.0,2069.0
2023-01-16,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2338.0,2359.0
2023-01-16,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2407.0,2446.0
2023-01-17,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2315.0,2340.0
2023-01-17,Wheat,Punjab,5,Bahawalnagar,157,Faqirwali,2103,2131,2404.0,2419.0
2023-01-17,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2380.0,2411.0
2023-01-17,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2310.0,2331.0
2023-01-17,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2355.0,2378.0
2023-01-17,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2338.0,2358.0
2023-01-17,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2218.0,2239.0
2023-01-17,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2408.0,2438.0
2023-01-17,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2405.0,2445.0
2023-01-17,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2278.0,2308.0
2023-01-18,Wheat,Punjab,115,Vehari,74,Burewala,2103,2131,2038.0,2066.0
2023-01-18,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2355.0,2378.0
2023-01-18,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2313.0,2332.0
2023-01-18,Wheat,Punjab,95,Sahiwal,91,Chichawatni,2103,2131,2374.0,2397.0
2023-01-18,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2227.0,2246.0
2023-01-18,Wheat,Punjab,5,Bahawalnagar,93,Chishtian,2103,2131,2317.0,2341.0
2023-01-18,Wheat,Sindh,32,Hyderabad,217,Hyderabad,2103,2131,2405.0,2444.0
2023-01-18,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2279.0,2308.0
2023-01-18,Wheat,Punjab,95,Sahiwal,530,Sahiwal,2103,2131,2337.0,2367.0
2023-01-18,Wheat,Punjab,5,Bahawalnagar,150,Dunga Bunga,2103,2131,2369.0,2400.0
2023-01-18,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2339.0,2357.0
2023-01-19,Wheat,Punjab,92,Rahim Yar Khan,526,Sadiqabad,2103,2131,2341.0,2358.0
2023-01-19,Wheat,Punjab,92,Rahim Yar Khan,508,Rahim Yar Khan,2103,2131,2357.0,2380.0
2023-01-19,Wheat,Punjab,112,Toba Tek Singh,630,Toba Tek Singh,2103,2131,2282.0,2309.0
2023-01-19,Wheat,Punjab,5,Bahawalnagar,205,Haroonabad,2103,2131,2317.0,2335.0
2023-01-19,Wheat,Sindh,41,Karachi,277,Karachi,2103,2131,2408.0,2438.0
2023-01-19,Wheat,Punjab,6,Bahawalpur,207,Hasilpur,2103,2131,2237.0,2256.0
